_id,businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
788,Currentea,,80 Causeway,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2025-07-08 18:52:38.407+00,8572598882,423633,42.36553349531547,-71.06185622592876
789,Cusser's Roast Beef and Seafood,,201 Brookline,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2020-09-16 19:47:03.893+00,6179093144,340960,42.34486239691058,-71.10160474147757
790,Dacoopa's Pizza,,474 Saratoga,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2023-12-12 19:40:25.047+00,,351544,42.38014000040847,-71.02729000121003
791,Daily Catch,,323 Hanover,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:02+00,6177192588,352164,42.364050000249875,-71.0539900010696
792,Daily Provisions,,200 Seaport,Boston,MA,02210,Active,FS,Eating & Drinking,2025-10-15 15:16:55.713+00,,352732,42.35000999968615,-71.04099000151585
793,Daily Provisions @ Fidelity,,200 Seaport,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2026-05-01 15:05:10.93+00,6176183060,352732,42.35000999968615,-71.04099000151585
794,Dalia,,429 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2025-03-12 14:39:47.253+00,7818208103,351546,42.33629999941209,-71.04743000194597
795,Dalmoros Fresh Italian,,700 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2026-06-09 12:51:50.08+00,5703321097,156723,42.35204827404688,-71.0551747507777
796,Dalmoros Fresh Pasta To Go,,200 Faneuil Hall Marketplace,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2024-07-23 16:54:26.18+00,5708149963,156093,42.36019981607993,-71.05479820374326
797,Da Long Yi Hot Pot,,137 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2021-08-30 15:50:23.39+00,,155840,42.353116635475125,-71.13138157156354
798,Dana Farber Cancer Institute Cafeteria,,450 Brookline,Boston,MA,02215,Active,FS,Eating & Drinking,2010-07-22 13:41:51+00,6176323186,,,
799,Dandelion Coffee & Provisions,,70 Rowes,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2026-07-16 12:43:20.8+00,6174397000,155693,42.35590681494772,-71.05016516789601
800,Dani's Queer Bar,,907 Boylston,Boston,MA,02115,Active,FS,Eating & Drinking,2024-08-12 18:24:59.913+00,6173260009,18419,42.348460000169304,-71.08432000183386
801,Dans Mini Dogs,,1010 Massachusetts,Roxbury,MA,02118,Active,FS,Eating & Drinking,2024-08-08 18:10:21.517+00,,345943,42.327838154665926,-71.06716727246007
802,Darbar Indo-Pak Rest.,,130 Beacon,Brighton,MA,02135,Active,FS,Eating & Drinking,2009-08-07 14:39:22+00,,12557,42.354889999517724,-71.14476000126373
803,Dash Cafe,,1 Henshaw,Brighton,MA,02135,Active,FS,Eating & Drinking,2012-04-25 16:22:15+00,6172352797,166187,42.34946386169948,-71.14964811644148
804,Dave's Hot Chicken,,123 Stuart,Boston,MA,02116,Active,FS,Eating & Drinking,2023-09-11 15:43:27.35+00,,156379,42.35137819507775,-71.06572941209998
805,Dave's Hot Chicken,,1260 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2024-03-12 16:05:34.653+00,,348053,42.344890235705535,-71.09602570965198
806,Dave's Hot Chicken,,4 Lucy,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2022-12-22 15:12:25.743+00,,420663,42.324523442256236,-71.06229496901943
807,Da Vinci Gelato & Waffle,,295 Huntington,Boston,MA,02115,Active,FS,Eating & Drinking,2024-04-23 14:19:04.663+00,6177555547,348048,42.341400000085265,-71.08695000137992
808,DAVIO'S,,300 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2019-02-01 18:09:13.133+00,,,,
809,DAVIO'S,,75 Arlington,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:35:39+00,6177974810,156164,42.35068211900056,-71.07035851283493
810,Davios Northern Italian Steakhouse,,50 Liberty,Boston,MA,02210,Active,FS,Eating & Drinking,2019-04-05 14:34:43.39+00,6179907939,355282,42.35416623030651,-71.04466652705202
811,Day Shift Cafe,,115 Federal,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2023-06-13 18:33:17.6+00,,57152,42.35461077009476,-71.05667405364166
812,DBAR,,1236 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:36:26+00,6172654490,156562,42.30843100859584,-71.05803110852698
813,D'BENNY'S SUBS,,1433 DORCHESTER ,DORCHESTER,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:41+00,6179136287,,42.30218127370517,-71.05981954062426
814,D'Buly Chimis,,1151B Blue Hill,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2022-10-31 17:03:00.637+00,8578694315,441941,42.285219492880884,-71.0914350835707
815,D Coal Pot,,984 Hyde Park,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,2013-07-01 18:36:06+00,8573459512,166488,42.26605399967406,-71.12084000085567
816,DD1/B14,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:10:35+00,7742054363,424258,42.34673007807398,-71.0986629781914
817,DD2 Dippin Dots,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:11:55+00,7742054363,424258,42.34673007807398,-71.0986629781914
818,Deja - Brew,,704 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2006-12-07 18:34:45+00,6172697462,158055,42.335790324459886,-71.03723887487365
819,DelFriscos Double Eagle Steak House,,250 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2010-11-04 14:25:12+00,2147251112,342824,42.3489360217995,-71.03840030091274
820,Delicias Del Caribe,,149 Stoughton,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2009-12-28 20:25:46+00,6173793381,131112,42.314644288798235,-71.0603221372058
821,Delicious Yogurt,,4198 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2014-02-19 13:32:37+00,,145150,42.28684714069794,-71.12736073690017
822,Delini Gelato,,5 Bellevue,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2019-11-15 17:29:03+00,7742082810,13966,42.28354048054102,-71.1566163159841
823,DELI OF COURSE,,451 D,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:22+00,7816621277,157722,42.34552688352951,-71.04248878974228
824,DELI OF COURSE,,695 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2025-12-12 15:18:56.637+00,6177373243,6319,42.35159200008501,-71.05639700079323
825,Deli One,,85 ARCH ST,BOSTON,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2008-02-26 18:08:52+00,6172927825,,42.35517999999538,-71.05848000123291
826,Del's Lemonade (Vending 10),,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2018-04-27 13:21:29.647+00,5085235781,424258,42.34673007807398,-71.0986629781914
827,Delta Premium Lounge,,500 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2023-08-23 14:19:15.05+00,4043674086,341351,42.36990420124479,-71.01943927546833
828,Delta Sky Club Express,,500 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2022-07-25 18:32:04.13+00,,341351,42.36990420124479,-71.01943927546833
829,Delta Sky Club Terminal SAT,,100 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-10-19 17:20:19.647+00,8663723035,341357,42.364539860564015,-71.02181743285618
830,Delta Sky Club Trmnl A Main,,100 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2015-03-20 17:25:44.143+00,6175682038,341357,42.364539860564015,-71.02181743285618
831,Democracy 154 Maverick,,154 Maverick,East Boston,MA,02128,Active,FS,Eating & Drinking,2025-06-12 15:14:34.67+00,6176500046,92958,42.36990799984808,-71.0379130020458
832,Democracy Brewing,,29 Temple,Boston,MA,02111,Active,FS,Eating & Drinking,2017-10-10 17:06:22.78+00,2078384703,134064,42.355097906812404,-71.06218137361884
833,DEM & TED INC.  PIZZA SHUTTLE,,239 Meridian,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:30+00,6175610711,158185,42.37580604021902,-71.03892977275065
834,Deno's Pizza and Subs,,2040 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2022-03-15 13:56:29.957+00,,155703,42.280288115333065,-71.15800161827612
835,Deparma,,182 Sumner,East Boston,MA,02128,Active,FS,Eating & Drinking,2016-10-17 18:26:46.183+00,6175676970,170104,42.36937120521468,-71.04032266142728
836,Desi Quick Bite (DQB),,273 Huntington,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2026-05-28 16:14:09.82+00,6176424329,157756,42.34212416047102,-71.08631103124895
837,Desnuda Cocina & Bar,,647 Tremont,Roxbury,MA,02118,Active,FS,Eating & Drinking,2024-07-24 17:03:50.59+00,7815408666,137837,42.34224125123994,-71.07542805750037
838,Detroit Pizza,,594A Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-08-04 18:03:55.18+00,6177747466,171341,42.35034125241387,-71.1668347220589
839,Deuxave,,371 Commonwealth,Boston,MA,02115,Active,FS,Eating & Drinking,2010-04-22 14:39:47+00,,163721,42.34946879365899,-71.0890756368446
840,DEVLIN'S RESTAURANT,,332 Washington,Brighton,MA,02135,Active,FS,Eating & Drinking,2006-12-07 18:35:21+00,6179436210,143520,42.348878000078884,-71.15234200072524
841,D'Guru,,43 Kingston,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2022-04-20 18:15:56.197+00,6173315138,166784,42.35346054595528,-71.05942496694595
842,Diamond Tart,,179 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2025-06-11 12:32:44.59+00,8572086038,166106,42.35091809439564,-71.13154245604838
843,Dig Inn,,25 Thomson,Boston,MA,02210,Active,FS,Eating & Drinking,2019-02-11 17:03:25.073+00,,355868,42.35091422088697,-71.04740595226723
844,Dig Inn,,277 Washington,Boston,MA,02108,Active,FS,Eating & Drinking,2016-09-12 17:00:10.41+00,9174147539,144543,42.35759154235909,-71.05834235950775
845,Dig Inn,,557 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2016-01-08 19:40:47.25+00,9174147539,18347,42.35070299993946,-71.07617400088955
846,DILLON'S,,955 Boylston,BOSTON,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:36:00+00,6174211818,,42.348060000012566,-71.085760001233
847,DIMITRIOS HOUSE OF PIZZA,,1750 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:47+00,6178253086,157311,42.290228569150514,-71.0628815378087
848,DING HO FAST FOOD,,88 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:52+00,6174263126,156805,42.350709397849386,-71.061315828825
849,Dining Hall @Emerson,,122 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2018-06-05 19:02:27.46+00,7043284375,367801,42.35224000030213,-71.06577000179554
850,DINO'S CAFE,,141 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:35:10+00,6172271991,158091,42.36505909729228,-71.0553782524761
851,Dirty Water Dough Company,,20 Maverick,East Boston,MA,02128,Active,FS,Eating & Drinking,2019-10-22 18:18:23.92+00,6172242800,392987,42.371669999978344,-71.04210000136459
852,Dirty Water Dough Company,,222 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2013-03-05 18:30:09+00,6172620090,101439,42.34975094521843,-71.08107798749985
853,Discovery Cafe,,3 Blackfan,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2013-06-28 16:54:09+00,6172271333,15784,42.339009999614404,-71.1042490006627
854,Distraction Brewing Co,,2 Belgrade,Roslindale,MA,02131,Active,FS,Eating & Drinking,2025-05-29 14:37:19.12+00,6174773677,340955,42.28687132050864,-71.1302772597777
855,District 7 Cafe,,376 Warren,Roxbury,MA,02119,Active,FS,Eating & Drinking,2024-11-19 16:17:16.083+00,6175447699,170973,42.318030831344146,-71.08166689545376
856,District 7 Tavern,,380 Warren,Roxbury,MA,02119,Active,FS,Eating & Drinking,2018-10-22 14:29:43.763+00,6715447699,157321,42.3179869427307,-71.08173961500165
857,Doce de Boston - Lower Level,,32 Cambridge,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2026-02-20 13:21:04.037+00,9788219738,25110,42.383569999309664,-71.0743500017016
858,Dockside Beer Garden,,250 Atlantic,Boston,MA,02110,Active,FS,Eating & Drinking,2023-12-19 14:47:45.16+00,8642482011,158389,42.35917915475864,-71.04929798180831
859,Dog House,,300 FANEUIL HALL MARKET,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2007-03-25 15:26:41+00,0,,,
860,Dolce,,270 Hanover,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,2007-08-23 13:17:17+00,6177204243,69076,42.36382000029889,-71.05468000126416
861,DOLCE VITA (1696 Comm. Ave.),,1696 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2011-11-10 13:24:15+00,,163787,42.34124749310464,-71.14650412729425
862,Dolphin Bay,,72 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2022-12-01 13:43:38.843+00,5626506886,403829,42.35239999993197,-71.12872000141063
863,Domino's,,1144 Saratoga,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2023-08-07 16:38:23.51+00,6175675551,122464,42.38460000038137,-71.00029000069136
864,Domino's,,1400 Tremont,ROXBURY,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2017-12-13 12:35:24.853+00,6173186100,,,
865,Domino's,,165 Fairmount,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,2023-06-13 12:41:32.033+00,6173646550,55671,42.252695000469956,-71.11868200104958
866,Domino's,,25 Staniford,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2017-12-13 12:55:12.43+00,6173186100,169966,42.36268759974312,-71.06304157272442
867,Domino's,,4000 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2019-02-20 12:30:19.9+00,6173186100,145054,42.29232000046924,-71.121550001597
868,Domino's,,4640 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2019-02-20 12:33:28.047+00,6173230525,145317,42.274801238008074,-71.13987105149704
869,Domino's Pizza,,1514 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2016-02-03 15:23:10.437+00,6172980900,16300,42.27234000042129,-71.09324000150231
870,Domino's Pizza,,163 Old Colony,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2012-08-08 13:22:58+00,6172682900,105071,42.33403000041876,-71.05504000171149
871,Domino's Pizza,,205 Adams,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2012-04-17 16:57:58+00,5085201000,,,
872,Domino's Pizza,,277 Main,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2017-12-19 17:59:48.793+00,6174194400,351873,42.37751000041421,-71.06670000168934
873,Domino's Pizza,,416 Cambridge,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2019-01-15 16:19:09.747+00,6173186100,403787,42.354849999784506,-71.13375000148493
874,Domino's Pizza,,464 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2022-06-29 16:44:16.96+00,6177825655,351531,42.348702411220486,-71.15894967960952
875,Domino's Pizza,,508 Park,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2019-10-08 17:01:04.613+00,6174249000,157620,42.34770833065359,-71.10582150550843
876,Dona Habana Restaurant,,811 Massachusetts,Roxbury,MA,02119,Active,FS,Eating & Drinking,2016-08-11 19:18:41.397+00,6177080796,92656,42.33268523761584,-71.07292171586668
877,Don Tequeno Y Dona Arepa,,401A Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2023-12-21 15:40:05.98+00,6175168816,163030,42.32166738332197,-71.11038878636188
878,Don Tequeno Y Dona Arepa,,491 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2021-07-08 17:17:59.1+00,6177080221,377674,42.30835000032792,-71.08361000081902
879,Don't Tell Aunty,,1080 Boylston,Boston,MA,02115,Active,FS,Eating & Drinking,2024-03-28 16:00:09.4+00,2692670304,355177,42.34691000012572,-71.08802000151776
880,Dora Taqueria,,112 Stoughton,Dorchester,MA,02125,Active,FS,Eating & Drinking,2021-04-15 13:09:03.97+00,,384462,42.31547000027796,-71.06127000123756
881,Dorchester Brewing Company,,1246 Massachusetts,Dorchester,MA,02125,Active,FS,Eating & Drinking,2016-03-01 20:00:41.26+00,6178697092,419249,42.32215000423211,-71.0622972115485
882,Dorchester Food Co-op,,195 Bowdoin,Dorchester,MA,02122,Active,FS,Eating & Drinking,2022-09-29 16:44:45.15+00,6172725917,17672,42.30481199939217,-71.0680520009122
883,Dorchester Fried Chicken,,851 Washington,Dorchester,MA,02124,Active,FS,Eating & Drinking,2025-04-07 14:59:16.72+00,6176553899,146202,42.28187299995441,-71.07140800104902
884,Dorchester Pizza & Fried Chicken,,159 Washington,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2025-09-02 17:50:58.663+00,6176088092,439779,42.303887088752234,-71.07916168711084
885,Dos Manos Kitchen,,525 Western,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2026-04-28 17:36:53.157+00,6177180188,148220,42.36174899392653,-71.1451990845174
886,Dot Block Diner,,1203 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2024-07-09 18:16:40.697+00,2393890950,355568,42.30966038954336,-71.05833864019117
887,Double Tree Club Hotel/Starbucks,,821 WASHINGTON,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2009-05-18 13:04:05+00,6179565180,,,
888,Double Tree Guest Suites,,400 Soldiers Field,Allston,MA,02134,Active,FS,Eating & Drinking,2006-12-07 18:34:54+00,7830090,128311,42.360020000353025,-71.11832000143713
889,Doubletree Hotel Boston-Wisteria,,821 Washington,BOSTON,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:35:16+00,9567900,,42.34881000001166,-71.06469000124665
890,Doughboy Donuts & Deli,,220 Dorchester,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2012-12-03 14:02:36+00,6172697560,48549,42.34011999997212,-71.05676000024202
891,DOUZO JAPANESE RESTAURANT,,131 Dartmouth,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:36:36+00,6176427457,46311,42.3465791483361,-71.0753577615969
892,Dovetail,,1 First,Charlestown,MA,02129,Active,FS,Eating & Drinking,2019-08-21 17:04:47.7+00,6173375703,157198,42.37526423631087,-71.0544850912379
893,Down Home Delivery & Catering,,2 Bowdoin,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2010-10-01 13:31:58+00,6172880813,17676,42.29961999949067,-71.07332000168043
894,Dragon Bowl,,396 Brookline,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2008-01-04 18:41:11+00,7818886896,22101,42.338289999959265,-71.10695000129951
895,Drip By Craft Food Halls,,2 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,2025-02-21 16:11:30.943+00,6178708809,421017,42.34496041650667,-71.03767730675702
896,Drydock Cafe,,7 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,2021-01-29 14:14:11.527+00,6179512999,157724,42.34428736223083,-71.0361239247797
897,DUBLIN HOUSE,,9 Stoughton,Dorchester,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:34:11+00,6172822235,155753,42.31668927541093,-71.0648211701353
898,Dublin House of Pizza,,197 Humboldt,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2022-04-25 19:10:55.653+00,6176765648,377084,42.3130500000754,-71.08981000081154
899,Ducali Pizzeria & Bar,,289 Causeway,BOSTON,MA,02113,Active,FS,Eating & Drinking,2007-06-01 15:24:41+00,6177424144,,42.3670500000069,-71.05807000123825
900,Dudley Cafe,Shanti Boston LLC,2296 Washington,Roxbury,MA,02119,Active,FS,Eating & Drinking,2014-12-05 14:52:44.7+00,,344708,42.33014025728334,-71.08366243407384
901,Dugout Inseat,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2011-03-08 13:54:30+00,6175366683,156417,42.346768333561606,-71.09864788266272
902,Dumpling Cafe,,693 Washington,Boston,MA,02116,Active,FS,Eating & Drinking,2024-09-13 15:38:34.91+00,6173388858,157022,42.3512859111925,-71.06309970567014
903,Dumpling Center,,179 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2026-07-22 14:35:20.337+00,6172668888,91981,42.345714999934216,-71.0873100016281
904,Dumpling King,,40 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2010-12-17 13:52:04+00,6175922383,340723,42.35159985699556,-71.06099622702814
905,Dumpling Kingdom,,137 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2019-01-02 16:11:15.617+00,6175628888,354164,42.35225000042956,-71.13207800081092
906,Dumpling Kitchen,,79 River,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2024-04-22 13:15:33.64+00,6178160528,155736,42.27141813714331,-71.07399975516046
907,Dunkin,,100 Cambridge,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2007-05-15 20:47:44+00,6175234443,25222,42.36058400006433,-71.0621090011358
908,Dunkin,,11 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2026-04-21 14:31:35.577+00,6172681792,21378,42.3424063937799,-71.05672043999976
